Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Page ID,Page Relevance,Section title,Draft section ID,Draft section group ID,Draft section group name,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Tag exempt,Draft tags (current),V1 published section ID,Draft ID basis
T5-699,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,Relevant,(untitled lexical),1694307,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Hidden from view,,2384762,trackingId
T5-700,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,Relevant,(untitled lexical),1545649,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C4-a,1468502,Strategies (2.0),Featured Strategy,"inherited from LHMP_IA component ""Featured Strategy"" (Strategies (2.0) / Rich Text)",Medium,,,2384764,trackingId
T5-701,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1696206,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-a,1468371,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page)",Medium,Hidden from view,,2384768,positional
T5-702,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,Hazard of Concern,1676871,default,Group 1,Card on Hazards_of_Concern,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384771,positional
T5-703,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1545735,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,,,2384791,positional
T5-704,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled Card),1996674,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,,,2384795,positional
T5-705,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled Spreadsheet),1545740,default,Group 1,Spreadsheet on src 870,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,,,2384796,positional
T5-706,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,Modeled RIsk,1545716,default,Group 1,Card on src 1508,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384772,positional
T5-707,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,Historical Risk,1545717,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384773,positional
T5-708,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1545718,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,,,2384774,positional
T5-709,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1545720,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,,,2384776,positional
T5-710,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,Local Hazard Summary,2176704,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468386,Overview,General Vulnerability,"LHMP_IA section ""Overview"" (via ""General Vulnerability"")",Medium,,,2384777,positional
T5-711,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1694390,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468450,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384815,positional
T5-712,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,Total Events and Losses in $: Declared Disasters and Non-Declared Events,1545727,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468416,Historic Occurrences,Historic Occurrences,"inherited from LHMP_IA component ""Historic Occurrences"" (Historic Occurrences / Card)",Medium,,,2384784,positional
T5-713,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1545732,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,,,2384788,positional
T5-714,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1694382,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Hidden from view,,2384797,positional
T5-715,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1694384,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468431,Historic Occurrences,Other Hazard Events,"inherited from LHMP_IA component ""Other Hazard Events"" (Historic Occurrences / Card)",Medium,Hidden from view,,2384802,positional
T5-716,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,Local Risk Assessment,1545746,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Section title only,,2384804,positional
T5-717,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1694386,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Hidden from view,,2384805,positional
T5-718,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled Card),1545748,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384807,positional
T5-719,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1694388,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384808,positional
T5-720,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled Spreadsheet),2383468,default,Group 1,Spreadsheet,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,,,2384810,positional
T5-721,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,Built Environment - Local Risk Summary,1545755,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957824,Modeled Risks (NRI),Built Environment - Local Risk Summary,"LHMP_IA component ""Built Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384816,positional
T5-722,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Relevant,(untitled lexical),1694392,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468468,Modeled Risks (NRI),People and Communities Overview,"inherited from LHMP_IA component ""People and Communities Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384818,positional
